"TARGET_WINS","TEAM_BATTING_2B","TEAM_BATTING_3B","TEAM_BATTING_HR","TEAM_BATTING_BB","TEAM_BATTING_SO","TEAM_BASERUN_SB","TEAM_PITCHING_H","TEAM_PITCHING_BB","TEAM_PITCHING_SO","TEAM_FIELDING_E","TEAM_FIELDING_DP","TEAM_BATTING_1B"
83,330,90,107,522,485,77,1782,556,517,185,159,1145
97,392,94,109,504,522,76,1917,530,549,193,185,1227
106,371,78,63,454,500,120,1720,478,526,168,178,1123
76,323,54,80,442,541,97,1623,465,569,177,163,1086
87,271,65,60,414,559,105,1666,438,592,169,126,1177
101,311,79,110,415,566,73,1774,439,599,176,149,1175
101,301,62,90,425,548,75,1713,447,576,171,140,1175
92,349,63,93,465,607,73,1720,489,639,162,141,1130
85,278,70,99,405,599,82,1707,426,630,173,134,1176
76,309,79,98,442,528,59,1774,474,566,213,156,1168
97,352,66,104,503,599,47,1795,533,634,187,148,1173
89,282,65,126,507,646,103,1697,537,684,184,142,1130
103,269,59,74,572,575,50,1661,606,609,181,155,1167
112,297,73,63,580,533,75,1609,610,561,178,144,1097
110,272,76,74,450,461,42,1677,473,485,159,193,1172
102,275,58,84,550,558,60,1538,571,579,128,173,1064
94,247,68,121,644,538,29,1618,677,566,134,178,1102
89,250,61,110,625,548,25,1545,657,576,124,145,1048
101,296,57,107,599,507,18,1675,630,533,149,157,1132
83,270,53,108,642,640,24,1517,680,678,138,182,1002
85,242,60,100,599,518,32,1554,630,545,131,197,1075
93,260,57,102,565,504,35,1534,594,530,148,167,1039
87,296,59,147,604,649,19,1632,635,683,145,169,1049
76,300,61,125,612,616,66,1680,644,648,154,187,1111
72,240,38,150,482,628,67,1521,507,661,154,160,1018
80,246,52,130,529,654,43,1597,556,688,141,181,1090
92,247,45,139,519,707,61,1657,546,744,138,177,1144
76,227,41,117,561,670,46,1517,590,705,160,171,1057
75,257,52,124,510,786,68,1584,536,827,154,166,1073
90,224,50,145,527,833,50,1457,554,876,148,160,966
84,248,54,108,520,784,48,1589,547,825,175,174,1101
84,221,31,137,515,846,86,1528,515,846,132,170,1139
93,231,66,128,458,915,77,1540,458,915,147,136,1115
93,240,53,109,427,925,73,1531,427,925,172,147,1129
80,235,46,110,480,887,101,1433,483,893,131,153,1033
83,196,61,108,345,977,144,1377,345,977,145,166,1012
102,226,40,116,446,925,103,1480,449,931,141,128,1089
97,227,48,73,378,897,110,1383,378,897,140,135,1035
87,228,44,90,503,876,87,1403,503,876,138,144,1041
76,218,51,113,569,961,117,1497,569,961,150,159,1115
90,225,54,95,543,757,124,1542,543,757,142,155,1168
78,222,44,73,454,824,108,1491,471,856,145,152,1097
81,240,35,75,531,796,100,1418,531,796,158,149,1068
87,217,46,84,534,757,173,1510,537,762,148,193,1154
82,239,46,81,444,649,116,1527,444,649,171,140,1161
72,243,57,63,512,860,123,1432,512,860,174,163,1069
83,252,56,96,489,823,134,1490,489,823,139,174,1086
69,263,44,79,420,713,97,1351,420,713,136,155,965
86,279,63,100,460,838,116,1594,460,838,132,166,1152
94,251,71,79,602,786,140,2362,956,1248,130,172,1086
92,239,52,67,569,805,200,1439,569,805,124,169,1081
79,262,63,83,543,879,207,1496,543,879,152,173,1088
84,225,44,75,516,924,220,1369,516,924,118,184,1025
101,245,59,87,586,853,314,1446,586,853,108,166,1055
79,217,48,58,572,911,264,1286,576,917,124,179,955
95,252,49,94,644,933,248,1449,644,933,116,172,1054
76,207,33,71,484,827,234,1373,484,827,121,131,1062
86,263,47,73,507,848,155,1418,507,848,111,134,1035
70,255,41,73,517,844,221,1398,517,844,129,114,1029
84,239,53,68,532,857,202,1366,532,857,105,133,1006
83,262,44,94,495,996,208,1464,495,996,91,146,1064
87,262,34,118,588,882,153,1508,588,882,159,157,1094
75,303,38,153,617,975,108,2072,877,1386,114,169,964
70,270,27,121,494,1042,89,1517,560,1180,128,177,921
88,281,31,142,495,1089,149,1468,495,1089,125,139,1014
73,269,39,144,543,1191,164,1409,543,1191,123,156,957
83,292,30,223,676,1179,133,1444,676,1179,142,160,899
75,276,27,195,617,1209,135,1479,621,1217,133,162,972
95,259,25,235,675,1253,87,1481,675,1253,111,148,962
93,274,32,199,529,1089,91,1469,529,1089,110,156,964
97,285,26,175,542,927,86,1475,542,927,103,168,989
85,342,32,196,580,952,82,1580,580,952,77,138,1010
105,319,24,214,548,1085,111,1544,548,1085,97,154,987
100,287,26,170,534,947,83,1494,534,947,100,196,1011
84,294,27,185,534,928,59,1502,537,934,99,171,987
70,193,75,18,583,615,372,1884,744,784,499,105,1191
63,267,43,111,473,1107,120,1450,473,1107,94,178,1029
69,272,29,145,544,1042,73,1531,544,1042,135,198,1085
69,255,22,163,562,1028,91,1432,565,1034,119,172,983
62,311,21,121,456,1116,115,1426,456,1116,139,144,973
55,299,35,134,459,1122,103,1436,462,1129,127,169,959
63,298,38,137,420,1030,142,1501,420,1030,103,158,1028
70,280,46,146,472,950,133,1434,475,956,120,140,953
67,289,40,157,412,990,151,1519,412,990,124,139,1033
61,267,33,190,441,1106,134,1395,441,1106,116,156,905
61,218,44,120,561,923,82,1323,564,929,157,172,933
60,207,38,133,469,794,100,1388,472,799,140,161,1001
56,190,35,138,497,963,68,1237,497,963,182,165,874
62,199,28,125,514,1124,47,1246,514,1124,127,145,894
70,179,33,136,570,1125,30,1227,570,1125,143,148,879
72,188,41,128,458,1089,54,1292,467,1110,145,142,911
76,169,25,116,475,1043,53,1227,478,1049,145,168,909
65,161,37,125,457,966,29,1224,460,972,149,145,893
86,171,40,148,630,900,52,1365,630,900,140,159,1006
70,184,28,138,635,989,72,1302,635,989,116,173,952
64,193,31,88,586,974,69,1265,597,992,144,173,930
57,195,29,110,503,791,91,1397,503,791,161,164,1063
85,200,39,100,514,719,114,1520,520,728,165,166,1162
79,208,17,134,613,863,102,1431,613,863,191,173,1072
76,213,26,80,568,809,87,1390,568,809,156,142,1071
94,265,39,135,596,904,154,1497,596,904,117,156,1058
87,216,36,132,624,779,196,1353,624,779,153,140,969
83,252,26,140,461,607,79,1549,461,607,130,151,1131
88,275,23,76,455,611,71,2303,702,943,106,157,1119
64,204,26,115,447,750,63,1354,447,750,121,169,1009
77,242,33,106,442,767,119,1429,442,767,113,151,1048
62,214,41,130,533,824,131,1375,536,829,120,146,982
87,248,43,184,511,1088,103,1479,511,1088,120,160,1004
75,264,35,194,567,1081,120,1478,567,1081,148,148,985
70,228,39,113,545,1028,131,1396,548,1034,130,146,1007
83,260,46,122,503,989,101,1433,503,989,136,137,1005
83,257,27,110,575,1054,115,1416,575,1054,133,161,1022
85,288,31,177,596,1039,102,1539,596,1039,134,138,1043
77,266,23,159,550,1036,81,1387,550,1036,153,153,939
83,278,27,155,592,987,101,1650,666,1110,110,176,1007
90,323,32,221,660,1041,83,1622,660,1041,87,150,1046
77,311,27,187,500,1116,72,1547,500,1116,122,155,1022
88,314,32,201,595,1045,82,1637,595,1045,122,140,1090
95,304,29,230,611,937,111,1653,611,937,119,167,1090
71,330,35,173,580,922,69,1601,580,922,135,162,1063
73,326,23,246,548,1093,97,1566,548,1093,114,167,971
72,304,27,230,554,1055,62,1510,554,1055,99,152,949
71,274,36,239,488,1052,65,1506,488,1052,94,168,957
89,323,34,227,500,1099,69,1492,500,1099,117,152,908
79,311,29,260,495,1112,67,1528,495,1112,108,149,928
80,357,23,183,505,1061,53,1571,505,1061,98,174,1008
83,187,133,29,596,685,517,1735,731,841,514,73,1065
72,238,75,12,245,843,361,2084,382,1313,731,83,1013
54,231,41,101,502,824,65,1384,505,829,164,134,1002
53,253,34,95,448,663,75,1362,448,663,158,187,980
67,249,53,126,448,813,67,1398,448,813,133,206,970
57,209,35,93,434,850,101,1861,663,1299,160,156,881
78,262,45,106,415,749,118,1447,415,749,136,146,1034
89,268,58,167,510,810,131,1546,510,810,115,148,1053
89,275,68,143,460,816,193,1555,460,816,123,166,1069
100,283,53,159,506,812,145,1500,509,817,126,165,996
86,285,35,181,496,848,110,1540,496,848,100,150,1039
96,277,38,215,555,970,126,1514,555,970,111,148,984
87,271,47,158,521,935,107,1491,521,935,110,170,1015
89,265,40,142,521,923,144,1449,521,923,126,164,1002
86,263,50,167,526,970,111,1479,526,970,86,144,999
91,295,45,133,499,1043,148,1412,499,1043,127,115,939
96,265,40,163,561,933,129,1458,561,933,93,109,990
95,317,42,159,588,861,170,1556,588,861,107,144,1038
77,296,42,162,545,973,111,2112,768,1371,113,148,999
63,309,30,158,554,1019,84,1657,623,1146,109,147,976
74,302,35,177,529,1105,116,1451,529,1105,110,187,937
76,275,41,147,487,1138,134,1333,487,1138,97,150,870
88,316,19,221,564,1132,184,1482,564,1132,125,131,926
84,337,14,212,578,1077,119,1580,578,1077,106,164,1017
83,328,21,244,526,1026,89,1562,526,1026,100,176,969
86,357,33,190,546,1081,37,1580,546,1081,117,161,1000
67,292,34,146,516,1090,58,1456,519,1097,92,151,975
80,307,39,136,486,955,72,1480,486,955,95,154,998
87,348,27,199,514,906,65,1591,514,906,99,157,1017
80,223,72,10,234,507,310,2877,457,990,714,113,1169
75,239,60,10,270,463,255,2804,521,893,600,135,1145
68,226,115,23,213,582,379,2846,416,1136,843,137,1094
53,176,101,23,562,582,263,1704,674,698,707,116,1120
62,160,84,40,568,593,296,1433,609,636,587,111,1052
50,226,104,29,658,298,193,1987,826,374,624,136,1223
55,268,145,72,757,460,306,1983,929,565,612,119,1131
54,262,128,70,656,501,300,2105,830,634,562,120,1203
75,238,95,44,459,427,255,2073,563,524,453,124,1312
54,189,85,38,394,411,210,1617,420,438,471,123,1205
58,173,93,50,373,363,188,1623,398,387,430,126,1207
68,174,38,6,171,807,370,1948,247,1167,796,87,1129
38,182,69,31,358,786,193,1561,483,1061,618,109,874
61,198,84,62,357,450,444,1832,474,598,623,80,1036
58,118,59,36,297,603,400,1379,359,729,573,79,928
54,197,74,33,609,596,303,1887,796,779,678,116,1140
78,252,101,16,158,543,307,2662,308,1060,693,96,995
35,210,110,31,218,584,384,2563,420,1126,905,127,978
52,202,33,125,529,962,52,1300,529,962,184,179,940
73,211,35,136,659,972,65,1284,659,972,141,193,902
71,198,29,89,546,805,51,1328,549,810,151,165,1004
79,202,29,87,656,817,125,1371,660,822,154,158,1045
75,216,31,98,579,954,108,1346,579,954,180,179,1001
55,224,32,94,433,841,86,1275,433,841,147,179,925
75,294,50,138,478,877,88,1474,478,877,129,128,992
76,269,31,121,396,881,80,1404,396,881,134,150,983
96,276,43,145,437,901,123,1481,442,912,133,125,999
90,250,61,114,547,865,237,1407,547,865,144,126,982
90,219,42,122,552,747,207,1988,828,1121,122,132,942
86,270,38,133,503,816,156,1454,503,816,122,117,1013
82,297,41,102,509,733,138,1482,509,733,116,130,1042
78,244,36,97,473,787,132,1384,476,792,133,148,998
85,244,49,119,495,885,170,1358,498,890,122,153,938
78,257,50,111,540,1022,194,1419,543,1028,134,133,992
91,310,39,120,501,918,166,1467,501,918,147,122,998
81,260,48,107,454,1053,189,1400,454,1053,142,145,985
81,267,30,100,572,958,160,1353,572,958,136,126,956
85,227,43,114,576,1024,235,1363,576,1024,110,134,979
71,237,42,96,487,1063,222,1345,490,1070,132,129,962
105,350,43,153,539,951,195,2244,766,1351,134,128,1033
74,298,27,133,450,1014,135,1605,506,1141,123,134,969
88,297,27,148,492,1077,108,1441,492,1077,126,121,969
65,280,32,147,439,1058,91,1348,439,1058,155,127,889
68,320,47,163,438,939,70,1473,438,939,160,126,943
67,310,35,178,476,1048,58,1475,476,1048,132,151,952
68,320,28,131,478,1071,101,1361,478,1071,108,139,882
83,300,36,162,575,1104,118,1432,575,1104,139,160,934
83,294,25,144,522,990,100,1404,522,990,102,152,941
67,276,27,151,496,925,109,1361,496,925,99,171,907
81,311,32,117,491,1090,45,1367,491,1090,92,156,907
71,322,22,164,594,1156,123,1437,594,1156,131,123,929
